nom,prenom,age,taille,poids,sexe,sport_licence,niveau_etude,region,smoker,nationalité_francaise,revenu_estime_mois,situation_familiale,historique_credits,risque_personnel,date_creation_compte,score_credit,loyer_mensuel,montant_pret
Ochoa,Whitney,54,171.1,55.7,F,non,doctorat,Île-de-France,non,oui,1708,marié,,0.69,2020-01-07,635.0,5000.0,22391.779815250644
Hernandez,Andre,47,181.5,80.9,H,oui,doctorat,Île-de-France,oui,oui,1503,marié,,0.68,2024-05-22,,5000.0,32134.828918881223
Johnson,Dustin,41,172.0,66.9,H,oui,doctorat,Île-de-France,oui,non,2315,célibataire,,0.29,2021-10-25,,879.01,13746.639606810038
Harrison,Mark,19,176.8,89.1,H,non,aucun,Normandie,oui,non,694,divorcé,,0.43,2024-12-20,503.0,5000.0,500.0
Kirby,Kevin,30,186.8,54.6,H,oui,bac,Auvergne-Rhône-Alpes,oui,oui,3529,célibataire,,0.55,2025-05-26,,10000.0,18066.72041747846
Thomas,Daniel,48,168.8,94.8,F,oui,bac+2,Normandie,non,non,4242,veuf,,0.19,2021-10-17,696.0,868.56,580.0323597140433
Gardner,William,62,173.3,75.6,F,non,master,Auvergne-Rhône-Alpes,oui,oui,3634,marié,4.0,0.93,2025-01-18,595.0,5000.0,18094.901720101774
Smith,Wanda,27,170.4,58.9,F,non,aucun,Provence-Alpes-Côte d’Azur,oui,oui,2303,,5.0,0.95,2024-08-26,478.0,10000.0,500.0
Cortez,Carlos,66,167.8,76.4,H,non,bac,Île-de-France,oui,oui,1759,marié,1.0,0.83,2024-11-21,,10000.0,10508.958169952964
Simpson,Alicia,49,171.7,64.8,F,oui,master,Corse,non,non,2369,divorcé,5.0,0.16,2023-12-12,,10000.0,500.0
Nelson,Joseph,68,180.7,78.0,F,non,doctorat,Île-de-France,non,non,3317,marié,,0.15,2024-01-04,477.0,,9461.168778528594
Kline,Jeremy,48,173.4,84.6,F,non,bac,Hauts-de-France,non,oui,1542,célibataire,,0.37,2020-05-03,,,500.0
Olson,Kelly,46,149.0,58.6,F,oui,bac+2,Hauts-de-France,oui,oui,1726,célibataire,,0.26,2024-03-09,,10000.0,500.0
Brown,Misty,37,169.1,53.7,F,non,master,Bretagne,oui,oui,500,veuf,,0.62,2022-05-23,589.0,,5094.284227560223
Cannon,William,69,154.7,84.0,F,oui,doctorat,Occitanie,non,oui,4653,,0.0,0.41,2021-11-26,321.0,,28626.23311421219
French,Christopher,45,164.1,92.8,F,oui,aucun,Occitanie,non,non,2661,,1.0,0.47,2022-03-09,,,500.0
Thompson,James,20,172.2,76.2,F,oui,doctorat,Provence-Alpes-Côte d’Azur,non,oui,3384,marié,,0.64,2021-02-13,,,38761.03403719308
Howell,Kevin,26,172.4,71.7,H,oui,bac+2,Occitanie,oui,non,956,,,0.31,2020-08-07,,,500.0
Anderson,Brittany,53,172.2,77.0,F,non,master,Provence-Alpes-Côte d’Azur,non,oui,500,marié,2.0,0.42,2022-02-16,606.0,,6791.945868893442
Randall,Cole,58,175.9,70.9,H,non,bac+2,Provence-Alpes-Côte d’Azur,oui,non,1520,veuf,,0.76,2022-12-18,,10000.0,500.0
Dodson,Angelica,43,158.5,64.4,F,non,bac,Île-de-France,oui,oui,500,marié,,0.28,2020-06-04,,,500.0
Garcia,Rebecca,21,191.0,61.6,H,non,doctorat,Bretagne,non,oui,2191,marié,,0.41,2020-12-12,,718.04,27084.63411382942
Jones,April,56,171.4,103.6,F,oui,master,Corse,oui,oui,3629,,,0.57,2021-07-19,,,5142.341555462631
Adams,Victor,45,160.6,71.4,F,oui,aucun,Bretagne,non,oui,4574,,,0.25,2024-08-30,589.0,,16813.329769241922
Smith,Brian,26,189.4,52.4,H,non,doctorat,Île-de-France,non,oui,3268,célibataire,,0.1,2020-05-18,,298.11,35839.806260067395
Alvarez,Anna,35,179.6,75.4,H,non,bac,Île-de-France,oui,oui,3103,veuf,1.0,0.8,2020-06-01,,1204.87,10856.91282140522
Jones,Brian,37,175.0,42.4,F,non,aucun,Occitanie,non,oui,5232,célibataire,,0.81,2020-06-18,,5000.0,5018.281552408887
Murray,David,72,166.4,60.9,H,non,doctorat,Hauts-de-France,oui,non,3922,célibataire,5.0,0.01,2021-07-31,,1037.66,500.0
Jimenez,Billy,60,181.7,104.1,H,oui,aucun,Hauts-de-France,oui,oui,1146,divorcé,,0.19,2021-08-03,,10000.0,500.0
Chapman,Christopher,29,167.4,76.8,F,non,bac,Normandie,non,oui,3986,,4.0,0.43,2022-09-14,368.0,1289.58,13136.35075059826
White,Scott,59,170.3,75.0,H,non,doctorat,Corse,oui,oui,5501,célibataire,1.0,0.79,2021-08-22,628.0,10000.0,20069.891635762313
Vaughn,Amy,46,176.8,42.5,F,oui,aucun,Provence-Alpes-Côte d’Azur,non,oui,3872,divorcé,,0.77,2020-01-18,,,13848.160540080662
Rice,Steven,36,175.0,64.2,H,oui,bac,Auvergne-Rhône-Alpes,non,oui,2489,veuf,3.0,0.73,2022-11-16,449.0,5000.0,16951.603550852673
Patrick,Lance,58,172.2,69.5,F,oui,bac+2,Auvergne-Rhône-Alpes,oui,non,1108,célibataire,1.0,0.28,2021-07-26,,,500.0
Young,Darryl,38,173.1,71.8,F,oui,master,Corse,oui,non,2174,divorcé,,0.09,2023-06-29,643.0,1022.56,500.0
Cook,Sara,37,168.9,65.5,F,non,master,Hauts-de-France,oui,non,665,divorcé,0.0,0.89,2020-03-07,827.0,,500.0
Jackson,Amy,71,154.1,64.7,H,non,doctorat,Île-de-France,non,oui,4420,divorcé,,0.27,2020-05-29,742.0,960.54,37936.02218782731
Sutton,Justin,73,177.0,69.1,F,oui,master,Provence-Alpes-Côte d’Azur,non,oui,2039,divorcé,,0.54,2023-09-21,509.0,1036.54,35840.32499839171
Shah,Shannon,20,174.3,58.8,H,oui,aucun,Provence-Alpes-Côte d’Azur,oui,oui,500,marié,,0.0,2024-11-06,,820.66,500.0
Powell,Elizabeth,24,160.5,74.7,H,non,aucun,Occitanie,oui,non,2843,marié,5.0,0.73,2025-01-31,453.0,,500.0
Davis,Jacqueline,41,178.7,64.9,F,oui,bac,Auvergne-Rhône-Alpes,non,non,2739,célibataire,,0.17,2021-09-17,634.0,,500.0
Hicks,Susan,39,172.4,81.1,F,non,bac+2,Hauts-de-France,non,non,3150,divorcé,,0.01,2023-07-22,,,500.0
Gutierrez,Rebekah,57,162.0,77.9,H,oui,bac,Bretagne,oui,non,1984,divorcé,3.0,0.89,2025-02-22,451.0,588.21,500.0
Lewis,Melissa,62,174.0,91.3,F,non,bac,Auvergne-Rhône-Alpes,oui,oui,910,veuf,,0.41,2021-03-10,,,500.0
Gilbert,Brenda,52,160.8,81.4,H,non,bac+2,Île-de-France,non,non,1376,,,0.05,2024-03-07,459.0,,500.0
Williams,Tiffany,48,184.9,76.7,F,non,bac,Bretagne,non,oui,889,,,0.25,2021-12-31,369.0,10000.0,4122.098974657722
Lewis,Mark,25,175.8,59.7,F,oui,bac,Provence-Alpes-Côte d’Azur,non,oui,1503,divorcé,1.0,0.7,2023-09-11,,5000.0,19262.618653466987
Brady,Catherine,31,170.0,75.6,F,non,aucun,Bretagne,oui,oui,2882,divorcé,0.0,0.44,2023-06-23,573.0,767.55,4958.0938484467315
Martin,Aaron,60,174.0,98.9,H,non,bac,Provence-Alpes-Côte d’Azur,non,oui,2260,,3.0,0.92,2020-11-30,640.0,5000.0,16332.531480122769
Cooper,Morgan,70,173.1,62.0,F,oui,bac+2,Auvergne-Rhône-Alpes,oui,oui,1839,veuf,4.0,0.37,2020-08-06,546.0,,8834.20723482096
Jones,Hannah,56,155.7,96.3,H,oui,doctorat,Île-de-France,non,oui,4384,marié,,0.44,2024-10-03,,,35892.406702366265
Hall,Tracy,59,186.6,56.1,F,non,aucun,Bretagne,non,non,2409,divorcé,1.0,0.75,2021-08-31,,5000.0,500.0
Webster,Brian,40,163.2,81.4,H,non,bac+2,Auvergne-Rhône-Alpes,non,oui,500,veuf,3.0,0.62,2021-02-07,621.0,906.95,10970.335139378954
Wilson,James,68,157.0,69.5,H,non,bac+2,Occitanie,oui,oui,4333,veuf,,0.27,2025-05-24,667.0,,12376.522311569033
Garrison,Jamie,49,165.8,65.2,H,oui,doctorat,Occitanie,non,non,500,,,0.82,2021-06-09,587.0,-43.98,500.0
White,Dominique,23,169.8,73.3,F,oui,doctorat,Corse,non,non,1357,célibataire,,0.05,2024-09-21,809.0,1081.79,500.0
Tate,Beth,59,145.7,80.9,F,non,master,Bretagne,oui,non,1631,célibataire,4.0,0.32,2024-07-12,,742.66,500.0
Maxwell,Veronica,20,161.0,47.3,H,oui,aucun,Bretagne,non,oui,500,veuf,4.0,0.0,2021-02-02,,,13974.147005918263
Brock,Corey,74,176.9,64.9,F,non,doctorat,Normandie,oui,oui,2310,célibataire,,0.14,2023-04-15,682.0,1001.08,11388.527697418902
James,Derrick,61,162.6,44.6,F,non,doctorat,Hauts-de-France,non,oui,3813,,4.0,0.66,2021-01-30,608.0,5000.0,21288.389851588887
Johnson,Mary,56,181.2,78.1,F,oui,doctorat,Corse,non,non,4274,,,0.34,2022-12-23,829.0,,3576.960700280952
Williams,Natalie,68,164.2,86.0,F,non,master,Corse,non,oui,2292,veuf,,0.68,2022-06-08,345.0,1043.66,541.0945926663508
Green,Terry,68,169.7,67.5,H,non,aucun,Île-de-France,non,non,500,,,0.94,2022-06-21,637.0,5000.0,500.0
Brewer,Vanessa,63,159.5,47.5,H,non,bac,Provence-Alpes-Côte d’Azur,oui,oui,1248,,,0.46,2021-08-22,,,500.0
Stevens,Richard,40,171.6,57.6,F,oui,aucun,Bretagne,oui,oui,2457,marié,,0.32,2024-02-19,,,4834.071649902603
Jones,Tommy,62,160.1,69.9,H,oui,bac+2,Normandie,non,oui,2944,divorcé,1.0,0.15,2025-01-04,,873.97,24807.49331799818
Townsend,Mariah,30,168.4,87.7,F,non,bac,Normandie,oui,oui,3285,,,0.07,2023-06-29,366.0,10000.0,500.0
Cannon,Anthony,68,161.1,68.1,F,non,bac,Normandie,non,oui,500,célibataire,,0.62,2020-07-16,,,500.0
Potts,Brad,27,171.0,60.8,F,non,bac+2,Hauts-de-France,oui,oui,1787,marié,3.0,0.09,2023-10-16,,,500.0
Woods,Paul,70,167.2,60.2,H,oui,bac,Provence-Alpes-Côte d’Azur,non,non,3297,veuf,,0.79,2024-07-23,,5000.0,894.3353290959652
Murphy,Stephanie,36,177.8,73.1,F,non,doctorat,Normandie,non,non,2368,,,0.17,2022-08-06,,5000.0,500.0
Garza,Joshua,53,182.4,72.2,F,oui,bac,Corse,non,oui,1627,veuf,0.0,0.27,2024-01-13,356.0,,500.0
Rasmussen,Nathaniel,22,160.6,88.6,F,oui,master,Auvergne-Rhône-Alpes,oui,oui,858,veuf,0.0,0.23,2024-05-08,786.0,,3195.0854436875466
Schultz,Joe,25,165.7,71.9,H,non,bac+2,Occitanie,oui,oui,2265,,,0.85,2023-02-10,829.0,,7247.651956085897
Hoffman,Amber,73,167.5,71.4,H,oui,aucun,Bretagne,non,oui,500,,,0.16,2023-12-09,,,19189.593052364064
Brown,Maxwell,26,159.4,73.2,F,oui,aucun,Auvergne-Rhône-Alpes,non,oui,2391,,,0.08,2024-07-04,,5000.0,13452.185153603868
Davenport,Carl,19,184.6,86.2,F,non,doctorat,Provence-Alpes-Côte d’Azur,oui,non,4252,célibataire,1.0,0.27,2022-04-07,401.0,5000.0,500.0
Olson,Ana,47,174.4,83.7,F,oui,master,Bretagne,oui,oui,1537,célibataire,3.0,0.35,2023-12-07,682.0,886.96,25491.392829455865
Miller,Michele,55,169.8,59.3,F,oui,aucun,Hauts-de-France,non,oui,500,marié,,0.99,2020-03-20,407.0,,500.0
Figueroa,Matthew,75,178.7,88.6,H,oui,doctorat,Auvergne-Rhône-Alpes,oui,oui,2005,divorcé,,0.52,2021-02-19,618.0,10000.0,21602.031313210962
Valentine,Thomas,54,178.4,53.3,F,oui,doctorat,Île-de-France,non,non,2511,célibataire,,0.59,2024-05-04,772.0,,24904.077258647285
Graves,Jeffery,67,171.8,59.5,F,oui,master,Occitanie,oui,oui,2345,célibataire,,0.19,2023-06-24,,5000.0,12026.43769876255
Miller,Michelle,24,168.9,51.9,F,oui,bac+2,Normandie,non,oui,3231,veuf,,0.62,2024-09-12,,791.72,26039.687483253965
Shaw,Anthony,41,155.3,69.7,F,non,master,Auvergne-Rhône-Alpes,oui,oui,1989,célibataire,,0.11,2022-08-09,,,6617.7104756558
Rodriguez,Timothy,75,170.2,98.4,F,non,doctorat,Bretagne,oui,oui,4245,veuf,,0.99,2023-02-16,,10000.0,30728.052979876014
Cline,Rachel,62,175.3,69.9,H,oui,doctorat,Normandie,non,oui,2442,,,0.17,2022-02-28,,811.8,40604.01818676693
Rodriguez,Jessica,48,174.4,61.0,F,non,doctorat,Normandie,non,oui,1131,célibataire,0.0,0.06,2024-01-09,467.0,5000.0,18195.158740213275
Rodriguez,Michael,60,172.5,71.2,H,oui,master,Normandie,non,non,4911,,,0.75,2022-01-02,415.0,10000.0,11116.069428926814
Knapp,Stacey,52,173.7,71.3,H,oui,bac,Normandie,oui,non,4589,,0.0,0.55,2025-05-22,389.0,10000.0,500.0
Porter,Elizabeth,41,156.3,59.6,H,oui,master,Corse,non,oui,3877,,2.0,0.69,2021-01-10,,5000.0,24453.461863581266
Butler,Richard,42,178.1,93.9,F,non,aucun,Hauts-de-France,non,non,1637,veuf,5.0,0.09,2024-09-20,591.0,292.94,500.0
Williams,Joseph,29,187.2,76.4,F,non,bac+2,Occitanie,non,non,4282,veuf,,0.77,2024-02-11,,901.63,500.0
Nguyen,Laura,46,166.7,63.8,H,non,doctorat,Occitanie,oui,oui,2274,veuf,2.0,0.89,2020-02-15,,10000.0,16434.10507499428
Green,Matthew,46,173.0,76.7,H,non,master,Normandie,non,oui,4112,,3.0,0.07,2021-10-13,,,30351.331916078554
Lopez,Angela,55,175.2,44.7,H,non,master,Provence-Alpes-Côte d’Azur,oui,oui,987,,0.0,0.02,2021-02-14,778.0,5000.0,13882.841056177624
Monroe,Madison,63,174.1,65.7,F,non,master,Provence-Alpes-Côte d’Azur,non,oui,1106,,1.0,0.93,2021-09-08,559.0,10000.0,17470.91347498265
Mccarthy,Alice,20,173.6,55.9,F,oui,doctorat,Occitanie,non,oui,4060,célibataire,,0.19,2024-03-27,,5000.0,36404.34786527911
Andrews,Michelle,52,154.6,75.6,H,non,master,Hauts-de-France,oui,oui,3933,divorcé,,0.19,2021-10-04,,5000.0,13819.589570110342
Holland,Jacqueline,67,156.7,95.2,H,oui,master,Hauts-de-France,non,oui,1867,veuf,,0.79,2023-04-08,,,16761.22188423294
Mcconnell,Julie,67,179.9,73.1,H,oui,doctorat,Île-de-France,oui,oui,1152,,,0.29,2023-08-28,759.0,,27408.556867513897
Browning,Meagan,29,179.8,55.1,F,non,bac,Auvergne-Rhône-Alpes,oui,oui,2175,,,0.66,2022-09-10,,,500.0
Preston,Tina,71,178.8,56.0,F,non,bac+2,Normandie,non,non,3447,,,0.87,2023-11-29,,5000.0,500.0
Roman,Christopher,23,166.8,106.0,F,oui,bac,Hauts-de-France,non,non,716,divorcé,5.0,0.71,2025-01-13,632.0,5000.0,500.0
Hodge,Benjamin,29,174.2,62.6,F,non,master,Normandie,non,oui,1423,,,0.91,2022-02-05,,,13663.08375723242
Parker,Austin,40,163.9,91.6,F,oui,bac+2,Corse,oui,non,2741,célibataire,,0.01,2020-02-24,528.0,,500.0
Jones,Austin,60,173.9,74.6,H,oui,bac,Hauts-de-France,non,oui,4276,divorcé,0.0,0.15,2022-05-27,478.0,,16040.427506050592
Robinson,Alex,58,151.3,81.4,H,non,master,Hauts-de-France,non,non,3772,,4.0,0.37,2023-03-01,386.0,,500.0
Martin,Nichole,26,170.5,77.9,H,non,doctorat,Île-de-France,oui,oui,657,célibataire,1.0,0.43,2022-05-22,,,13996.712302238768
Horton,Randall,38,172.4,103.0,H,oui,aucun,Bretagne,oui,non,2421,divorcé,,0.81,2025-04-18,372.0,280.84,500.0
Potter,James,75,162.6,44.7,H,non,bac+2,Auvergne-Rhône-Alpes,oui,non,2505,,,0.91,2022-04-21,,1043.82,500.0
Solis,Megan,46,176.6,58.6,F,non,doctorat,Hauts-de-France,oui,oui,3696,veuf,,0.61,2021-05-10,451.0,881.14,11085.036744239265
Mcpherson,Donna,69,150.4,86.4,H,non,aucun,Île-de-France,oui,non,2686,veuf,1.0,0.0,2023-09-21,457.0,975.93,500.0
Patton,John,41,180.6,53.5,F,oui,aucun,Provence-Alpes-Côte d’Azur,non,non,2226,divorcé,,0.56,2022-01-01,,741.03,500.0
Forbes,Robin,57,163.5,97.9,H,oui,bac,Normandie,oui,oui,3183,célibataire,5.0,0.87,2025-02-24,,,11329.728378623
Wilson,James,49,169.0,66.1,H,oui,master,Bretagne,oui,non,2558,,,0.93,2021-02-09,,5000.0,1207.6940848372165
Wood,Kathleen,74,200.6,44.9,F,oui,aucun,Hauts-de-France,non,oui,2763,,,0.86,2022-04-01,,,7352.232342529196
Parker,Leslie,40,180.0,74.8,F,oui,doctorat,Hauts-de-France,non,oui,1175,marié,2.0,0.84,2024-07-01,763.0,,22166.333438067617
Peterson,Kyle,33,165.9,63.4,H,oui,bac,Île-de-France,oui,oui,2220,marié,3.0,0.12,2023-11-04,,576.24,5323.233433464113
Smith,Gabriella,60,176.9,79.4,H,oui,master,Provence-Alpes-Côte d’Azur,oui,oui,3042,veuf,2.0,0.03,2022-10-19,596.0,,34442.777781919875
Collins,Michael,58,170.0,64.1,F,non,doctorat,Hauts-de-France,non,oui,2724,célibataire,5.0,0.11,2021-07-31,,,18479.79922513718
Bautista,James,50,161.4,40.7,F,oui,aucun,Provence-Alpes-Côte d’Azur,non,non,3136,,3.0,0.98,2020-01-03,,10000.0,500.0
Williams,David,52,180.3,100.8,F,non,bac+2,Occitanie,non,oui,4518,marié,2.0,0.07,2024-11-12,834.0,10000.0,22743.289460155633
Fuentes,Bianca,69,170.2,69.6,F,non,bac+2,Auvergne-Rhône-Alpes,oui,oui,2454,marié,,0.96,2024-10-09,,5000.0,5055.858292189139
Kemp,Trevor,69,197.0,78.1,H,non,bac,Auvergne-Rhône-Alpes,non,non,2321,veuf,3.0,0.67,2022-10-10,,,500.0
Sandoval,Thomas,31,182.2,93.5,F,oui,master,Hauts-de-France,oui,oui,2048,veuf,,0.89,2023-10-02,,10000.0,16945.183993366074
Roman,Todd,41,175.1,96.6,H,non,doctorat,Provence-Alpes-Côte d’Azur,oui,oui,2296,célibataire,1.0,0.73,2021-07-23,664.0,324.22,26039.192467352197
Hammond,Daniel,38,161.5,83.3,H,oui,doctorat,Auvergne-Rhône-Alpes,oui,non,3720,,4.0,0.86,2020-07-24,,5000.0,8333.450879489175
King,Andrew,62,163.7,81.8,H,non,doctorat,Provence-Alpes-Côte d’Azur,non,oui,500,,,0.31,2025-02-05,,10000.0,21694.853308047223
Jenkins,Matthew,42,166.5,65.0,H,oui,doctorat,Auvergne-Rhône-Alpes,non,oui,2507,marié,3.0,0.21,2024-10-26,665.0,,32502.457389685038
Bell,James,71,164.2,70.7,H,non,master,Provence-Alpes-Côte d’Azur,non,oui,956,divorcé,2.0,0.42,2022-02-21,,,31005.982029312236
Lewis,David,59,163.3,43.6,H,oui,bac+2,Auvergne-Rhône-Alpes,non,oui,1236,célibataire,5.0,0.82,2020-03-14,797.0,,30334.938442549043
Owen,Brittney,42,167.2,68.1,F,non,bac+2,Hauts-de-France,oui,non,770,veuf,1.0,0.2,2025-01-21,530.0,,500.0
Smith,Sarah,19,179.5,52.0,F,oui,master,Normandie,oui,non,792,divorcé,,0.53,2024-10-23,355.0,10000.0,500.0
Levine,Jamie,21,162.5,59.4,H,non,doctorat,Provence-Alpes-Côte d’Azur,non,non,1948,veuf,0.0,0.94,2021-03-27,,10000.0,500.0
Rodriguez,Christina,70,169.6,46.5,H,oui,bac,Hauts-de-France,oui,oui,2743,,,0.88,2022-11-24,517.0,708.48,6087.284476437842
Bates,Sarah,53,178.9,79.9,F,oui,master,Occitanie,non,oui,965,,,0.18,2022-02-27,,5000.0,18936.896712549995
Jackson,Marcus,53,147.4,82.4,F,non,bac,Bretagne,non,oui,3307,veuf,4.0,0.67,2023-11-29,,937.16,13109.174932150589
Warren,Caroline,52,168.8,53.4,H,oui,bac+2,Normandie,non,oui,1184,célibataire,0.0,0.53,2022-02-27,,,19058.859948114423
Rodriguez,Kevin,68,168.7,44.6,F,non,bac+2,Hauts-de-France,non,oui,4327,célibataire,0.0,0.37,2024-05-16,671.0,10000.0,21377.045834343615
Young,Steven,35,170.3,55.1,F,oui,doctorat,Auvergne-Rhône-Alpes,oui,oui,2704,marié,0.0,0.26,2024-12-20,443.0,,17229.709250531378
Kennedy,Thomas,27,153.2,64.5,H,non,aucun,Normandie,oui,non,3519,veuf,,0.76,2021-09-01,555.0,,500.0
Hayes,Leah,41,170.4,69.2,H,oui,bac,Bretagne,non,oui,2639,marié,1.0,0.6,2024-05-30,,,26010.58630043527
Gregory,Antonio,51,156.2,60.3,F,non,aucun,Bretagne,non,oui,1130,marié,,0.57,2022-04-19,812.0,5000.0,831.8943462970913
Horton,Joshua,28,175.5,54.8,F,oui,bac+2,Normandie,non,oui,3633,divorcé,1.0,0.77,2022-09-09,756.0,5000.0,19853.504939045702
Davis,Lucas,28,163.1,58.4,H,non,master,Bretagne,oui,non,3327,,,0.11,2021-12-26,,5000.0,500.0
Eaton,Nicole,43,165.6,75.5,H,non,bac,Hauts-de-France,oui,non,3056,marié,3.0,0.09,2024-11-11,780.0,652.5,500.0
Boyle,Lisa,38,177.7,48.1,F,oui,bac+2,Hauts-de-France,oui,oui,3801,veuf,0.0,0.83,2024-01-10,,682.47,11418.884064746571
Carter,Elizabeth,57,185.5,69.5,F,non,master,Bretagne,non,non,1895,marié,,0.0,2021-12-22,399.0,10000.0,500.0
Pierce,Eric,18,163.8,72.6,H,oui,aucun,Normandie,oui,non,3042,veuf,4.0,0.61,2022-01-08,,5000.0,500.0
Bell,Justin,24,157.5,85.0,H,oui,bac+2,Hauts-de-France,non,oui,5221,marié,,0.78,2024-12-15,,,24205.827351714302
Harper,Tiffany,62,165.5,89.5,H,oui,bac+2,Normandie,oui,non,2059,divorcé,,0.57,2022-11-30,,,500.0
Cobb,David,37,162.8,103.5,H,non,aucun,Hauts-de-France,non,oui,3462,célibataire,,0.5,2025-01-27,,5000.0,9702.850550364954
Bennett,Jason,29,169.2,67.1,F,oui,master,Occitanie,oui,oui,3145,divorcé,4.0,0.27,2021-02-01,,874.79,22914.99168546076
Garcia,Maria,48,171.3,74.6,H,oui,bac+2,Auvergne-Rhône-Alpes,non,oui,1007,divorcé,,0.07,2022-04-07,,10000.0,22432.625728872008
Mccall,Molly,75,168.2,85.5,H,non,bac+2,Bretagne,oui,non,2599,veuf,5.0,0.28,2022-07-23,,,500.0
Butler,Brittney,32,166.2,77.5,H,non,aucun,Bretagne,non,oui,5547,,,0.51,2021-07-14,558.0,10000.0,23439.19892043822
Davis,Sarah,18,177.3,60.1,H,non,master,Hauts-de-France,non,oui,909,célibataire,,0.64,2020-05-09,663.0,10000.0,14803.660235423937
Thompson,Paul,49,165.4,67.2,F,oui,doctorat,Île-de-France,non,oui,2480,marié,,0.14,2020-01-28,592.0,10000.0,38467.42605267748
Brown,Mark,73,172.9,78.6,H,oui,bac,Hauts-de-France,oui,oui,4151,marié,4.0,0.69,2024-01-05,,,12190.848654481688
Scott,Christopher,36,167.6,88.5,F,non,doctorat,Normandie,non,non,2001,célibataire,,0.28,2022-02-23,,5000.0,500.0
Lawrence,Ronald,39,160.0,51.3,F,oui,doctorat,Île-de-France,non,oui,4193,divorcé,,0.8,2024-07-10,,5000.0,41277.63461280693
Tapia,Andrea,18,153.4,40.5,H,non,aucun,Île-de-France,non,non,748,,,0.79,2025-01-29,,5000.0,500.0
Edwards,Stephanie,27,179.6,90.3,H,oui,bac+2,Provence-Alpes-Côte d’Azur,non,oui,1599,,,0.21,2024-12-19,,5000.0,34003.250488952915
Garcia,Leah,45,168.3,89.6,H,non,aucun,Hauts-de-France,non,oui,3410,marié,5.0,0.43,2024-10-09,707.0,1014.8,11206.621435864541
Snyder,Tamara,58,167.0,69.4,H,non,doctorat,Normandie,oui,non,1980,veuf,0.0,0.31,2020-12-24,,10000.0,500.0
Diaz,Matthew,53,175.7,64.9,F,oui,bac+2,Provence-Alpes-Côte d’Azur,non,oui,3250,marié,5.0,0.66,2022-06-29,,5000.0,16924.14431523937
Lindsey,Jeremy,73,183.5,52.5,F,non,doctorat,Occitanie,oui,non,4054,,,0.61,2023-12-25,,5000.0,500.0
Solomon,Michael,67,159.3,79.1,F,non,aucun,Île-de-France,non,oui,699,marié,,0.44,2024-08-21,,5000.0,500.0
Summers,Darrell,65,169.0,56.7,H,oui,bac,Hauts-de-France,non,oui,2915,marié,,0.61,2023-06-28,340.0,10000.0,8668.700433931757
Dean,Gregory,33,175.9,80.8,H,oui,doctorat,Provence-Alpes-Côte d’Azur,oui,oui,1357,marié,,0.59,2022-07-02,312.0,10000.0,22275.08592007826
Gonzalez,Suzanne,44,166.2,80.6,F,oui,master,Normandie,non,oui,500,célibataire,,0.67,2024-10-05,456.0,,11811.936611614601
Walsh,Brittany,42,183.1,70.3,H,oui,doctorat,Auvergne-Rhône-Alpes,non,oui,1925,veuf,4.0,0.88,2024-11-22,674.0,10000.0,39179.539908572944
Lopez,Justin,60,181.6,82.3,H,oui,bac+2,Occitanie,non,non,1487,veuf,,0.44,2021-12-24,,,500.0
Oconnor,Michael,56,186.0,71.2,F,non,bac+2,Auvergne-Rhône-Alpes,non,oui,2102,divorcé,,0.81,2023-12-14,,,13988.983737372526
Lang,Tony,50,182.9,83.2,F,non,aucun,Normandie,oui,oui,2434,divorcé,,0.43,2021-10-01,,253.19,500.0
Frazier,Miguel,31,164.4,59.0,H,oui,master,Bretagne,non,oui,2918,veuf,1.0,0.53,2022-10-26,,1108.38,35674.54425456137
Berry,Juan,32,176.1,88.5,H,oui,master,Occitanie,non,oui,2603,célibataire,1.0,0.8,2024-07-09,558.0,,36000.05811992677
Banks,Gloria,61,171.2,70.4,H,oui,bac,Provence-Alpes-Côte d’Azur,oui,oui,2274,célibataire,,0.78,2022-12-11,625.0,,7929.581346369373
Jackson,Tina,67,195.8,77.6,F,oui,bac+2,Corse,non,oui,3866,marié,0.0,0.96,2022-04-06,,712.67,16844.098492553883
Watson,Kevin,30,170.5,99.9,F,non,aucun,Corse,oui,oui,813,marié,,0.41,2022-02-28,,10000.0,500.0
Jones,Brian,36,169.9,81.1,H,non,bac,Île-de-France,non,non,3019,veuf,,0.64,2021-05-04,302.0,944.11,500.0
Stewart,Kristina,66,145.5,71.1,H,non,aucun,Île-de-France,oui,non,1508,,,0.04,2022-06-09,474.0,10000.0,500.0
Hall,Taylor,65,170.7,56.2,H,non,bac,Île-de-France,non,non,1144,célibataire,,0.43,2020-09-11,,,500.0
Gilbert,Amber,35,180.2,91.4,H,oui,aucun,Île-de-France,oui,oui,838,célibataire,,0.51,2020-02-19,,,1090.0649195052767
Jefferson,Curtis,62,158.0,94.4,H,non,bac+2,Provence-Alpes-Côte d’Azur,non,oui,3079,marié,,0.19,2023-07-20,,1167.19,23152.62635050313
Graves,Matthew,64,181.4,88.2,H,oui,master,Occitanie,non,oui,3337,célibataire,2.0,0.67,2024-03-01,687.0,5000.0,32790.127870949305
Williams,Rachel,36,158.1,31.1,H,oui,master,Normandie,non,non,1655,célibataire,5.0,0.24,2024-09-02,,10000.0,5177.434130280867
Long,Stephen,26,176.0,75.7,F,oui,aucun,Corse,non,oui,1954,,5.0,0.96,2021-08-13,,,6366.342859916189
